ID;date;province;district;municipality;village;latitude;longitude;country;source;dataset;host;type;continent;year;location;full_name
W233;2012-10-05;NA;NA;Svay Damnak;NA;11.8098161467508;105.044209924367;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-SvayDamnak;W233_Dog_2012-10-05_Cambodia-SvayDamnak_11.8098161467508_105.044209924367
W236;2012-10-08;NA;NA;Ta Teaen;NA;10.8968383406649;104.483149437217;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-TaTeaen;W236_Dog_2012-10-08_Cambodia-TaTeaen_10.8968383406649_104.483149437217
W256;2012-11-07;NA;NA;Samraong;NA;11.1501076626455;104.895556529535;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-Samraong;W256_Dog_2012-11-07_Cambodia-Samraong_11.1501076626455_104.895556529535
W261;2012-11-12;NA;NA;Chhuk Kieb;NA;11.1539775445892;104.463220577136;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-ChhukKieb;W261_Dog_2012-11-12_Cambodia-ChhukKieb_11.1539775445892_104.463220577136
W262;2012-11-13;NA;NA;Veal;NA;11.833733354663;105.05973815005;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-Veal;W262_Dog_2012-11-13_Cambodia-Veal_11.833733354663_105.05973815005
W268;2012-11-16;NA;NA;Prey Ta Phem;NA;11.1379700452815;104.661554371835;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-PreyTaPhem;W268_Dog_2012-11-16_Cambodia-PreyTaPhem_11.1379700452815_104.661554371835
W277;2012-11-26;NA;NA;Ta Kay;NA;11.8970218840455;105.166647723467;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-TaKay;W277_Dog_2012-11-26_Cambodia-TaKay_11.8970218840455_105.166647723467
W278;2012-11-26;NA;NA;Kdei Ta Hok;NA;11.1200581461341;104.941510674562;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-KdeiTaHok;W278_Dog_2012-11-26_Cambodia-KdeiTaHok_11.1200581461341_104.941510674562
W290;2012-12-12;NA;NA;Doun Tao;NA;12.1948933132659;105.106931107614;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-DounTao;W290_Dog_2012-12-12_Cambodia-DounTao_12.1948933132659_105.106931107614
W295;2012-12-20;NA;NA;Sala Lekh Pram;NA;11.9338412144484;104.723187438708;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-SalaLekhPram;W295_Dog_2012-12-20_Cambodia-SalaLekhPram_11.9338412144484_104.723187438708
W304;2012-12-31;NA;NA;Prey Khley;NA;11.0155476656755;104.458291840759;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2012;Cambodia-PreyKhley;W304_Dog_2012-12-31_Cambodia-PreyKhley_11.0155476656755_104.458291840759
X01;2013-01-03;NA;NA;Preaek Ta Tep;NA;11.6301933437933;104.958772620835;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-PreaekTaTep;X01_Dog_2013-01-03_Cambodia-PreaekTaTep_11.6301933437933_104.958772620835
X02;2013-01-03;NA;NA;Boeng Kdol;NA;11.715527144667;104.847364491039;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-BoengKdol;X02_Dog_2013-01-03_Cambodia-BoengKdol_11.715527144667_104.847364491039
X04;2013-01-08;NA;NA;Prey Khcheay;NA;10.9607482375626;104.441020849578;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-PreyKhcheay;X04_Dog_2013-01-08_Cambodia-PreyKhcheay_10.9607482375626_104.441020849578
X13;2013-01-12;NA;NA;Trapeang Sya;NA;11.2296679250205;104.598641363138;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-TrapeangSya;X13_Dog_2013-01-12_Cambodia-TrapeangSya_11.2296679250205_104.598641363138
X19;2013-01-16;NA;NA;Phsar Slab Leaeng;NA;11.2115805176073;104.585356546709;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-PhsarSlabLeaeng;X19_Dog_2013-01-16_Cambodia-PhsarSlabLeaeng_11.2115805176073_104.585356546709
X23;2013-01-21;NA;NA;Lvea Sa Leu;NA;11.4581365336032;105.184318872054;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-LveaSaLeu;X23_Dog_2013-01-21_Cambodia-LveaSaLeu_11.4581365336032_105.184318872054
X24;2013-01-23;NA;NA;Damnak Pring Lech;NA;11.8399212256578;105.420348898943;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-DamnakPringLech;X24_Dog_2013-01-23_Cambodia-DamnakPringLech_11.8399212256578_105.420348898943
X38;2013-02-11;NA;NA;Thmei;NA;10.8978656609911;104.439866649802;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-Thmei;X38_Dog_2013-02-11_Cambodia-Thmei_10.8978656609911_104.439866649802
X40;2013-02-12;NA;NA;Thma Sa;NA;11.2909140139119;104.759803438987;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-ThmaSa;X40_Dog_2013-02-12_Cambodia-ThmaSa_11.2909140139119_104.759803438987
X54;2013-02-26;NA;NA;Stueng Chveng;NA;11.918097034725;105.006088610277;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-StuengChveng;X54_Dog_2013-02-26_Cambodia-StuengChveng_11.918097034725_105.006088610277
X67;2013-03-07;NA;NA;Krang Doung;NA;11.7416588234192;104.539897734938;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-KrangDoung;X67_Dog_2013-03-07_Cambodia-KrangDoung_11.7416588234192_104.539897734938
X73;2013-03-13;NA;NA;Speam Thmei;NA;11.8405306171627;104.980215319973;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-SpeamThmei;X73_Dog_2013-03-13_Cambodia-SpeamThmei_11.8405306171627_104.980215319973
X75;2013-03-14;NA;NA;Chakto Tis;NA;11.8134198573935;104.774523283292;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-ChaktoTis;X75_Dog_2013-03-14_Cambodia-ChaktoTis_11.8134198573935_104.774523283292
X81;2013-03-18;NA;NA;Angk Sangkae;NA;11.1144155088076;104.945650934762;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-AngkSangkae;X81_Dog_2013-03-18_Cambodia-AngkSangkae_11.1144155088076_104.945650934762
X89;2013-03-25;NA;NA;Thum Thmei;NA;10.7110336645016;104.436042921783;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-ThumThmei;X89_Dog_2013-03-25_Cambodia-ThumThmei_10.7110336645016_104.436042921783
X91;2013-03-28;NA;NA;Boeng;NA;11.3361524907562;105.635573928013;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-Boeng;X91_Dog_2013-03-28_Cambodia-Boeng_11.3361524907562_105.635573928013
X96;2013-04-08;NA;NA;Sangkaeub;NA;11.8823474612279;104.896479652139;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-Sangkaeub;X96_Dog_2013-04-08_Cambodia-Sangkaeub_11.8823474612279_104.896479652139
X104;2013-04-23;NA;NA;Andoung Tuek;NA;11.1862647749792;103.473065133659;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-AndoungTuek;X104_Dog_2013-04-23_Cambodia-AndoungTuek_11.1862647749792_103.473065133659
X108;2013-04-26;NA;NA;Phum Damnak Thum;NA;11.5373812677231;104.897387450438;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-PhumDamnakThum;X108_Dog_2013-04-26_Cambodia-PhumDamnakThum_11.5373812677231_104.897387450438
X112;2013-04-29;NA;NA;Kandal;NA;11.3362851790827;105.473362657822;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-Kandal;X112_Dog_2013-04-29_Cambodia-Kandal_11.3362851790827_105.473362657822
X125;2013-05-13;NA;NA;Varint Ti Bei;NA;11.8945073522558;105.133496995627;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-VarintTiBei;X125_Dog_2013-05-13_Cambodia-VarintTiBei_11.8945073522558_105.133496995627
X146;2013-06-21;NA;NA;Angk Roung;NA;11.2467514936048;104.698247709787;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-AngkRoung;X146_Dog_2013-06-21_Cambodia-AngkRoung_11.2467514936048_104.698247709787
X153;2013-07-02;NA;NA;Prey Kabbas Ka;NA;11.0996020754833;104.948721243159;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-PreyKabbasKa;X153_Dog_2013-07-02_Cambodia-PreyKabbasKa_11.0996020754833_104.948721243159
X186;2013-08-16;NA;NA;Svay Antor Ti Muoy;NA;11.5874913553508;105.422407366143;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-SvayAntorTiMuoy;X186_Dog_2013-08-16_Cambodia-SvayAntorTiMuoy_11.5874913553508_105.422407366143
X199;2013-08-29;NA;NA;Mondol Bei;NA;13.3693751171259;103.868265125168;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-MondolBei;X199_Dog_2013-08-29_Cambodia-MondolBei_13.3693751171259_103.868265125168
X200;2013-08-29;NA;NA;Bat Doeng;NA;11.6813181591346;104.701300386274;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-BatDoeng;X200_Dog_2013-08-29_Cambodia-BatDoeng_11.6813181591346_104.701300386274
X218;2013-09-23;NA;NA;Lvea Kraom;NA;11.8599923909203;105.016682742276;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-LveaKraom;X218_Dog_2013-09-23_Cambodia-LveaKraom_11.8599923909203_105.016682742276
X246;2013-10-30;NA;NA;Tras;NA;12.4884101126768;105.139288612322;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-Tras;X246_Dog_2013-10-30_Cambodia-Tras_12.4884101126768_105.139288612322
X250;2013-11-01;NA;NA;Roka Ar;NA;11.8520912664661;105.094309372854;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-RokaAr;X250_Dog_2013-11-01_Cambodia-RokaAr_11.8520912664661_105.094309372854
X259;2013-11-05;NA;NA;Sampong Chey;NA;12.1854423347737;105.129835033526;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-SampongChey;X259_Dog_2013-11-05_Cambodia-SampongChey_12.1854423347737_105.129835033526
X266;2013-11-12;NA;NA;Chong Doung;NA;12.4562918750064;105.114288203131;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-ChongDoung;X266_Dog_2013-11-12_Cambodia-ChongDoung_12.4562918750064_105.114288203131
X273;2013-11-29;NA;NA;Preaek Thaong;NA;11.6284746521627;104.956039077215;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-PreaekThaong;X273_Dog_2013-11-29_Cambodia-PreaekThaong_11.6284746521627_104.956039077215
X274;2013-11-29;NA;NA;Thma Da;NA;12.187181908254;105.187114634029;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-ThmaDa;X274_Dog_2013-11-29_Cambodia-ThmaDa_12.187181908254_105.187114634029
X279;2013-12-09;NA;NA;Ampil Rung;NA;11.7734270211288;104.749645427095;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-AmpilRung;X279_Dog_2013-12-09_Cambodia-AmpilRung_11.7734270211288_104.749645427095
X295;2013-12-28;NA;NA;Ou Kandaol Tboung;NA;11.5001299657879;105.441835005408;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2013;Cambodia-OuKandaolTboung;X295_Dog_2013-12-28_Cambodia-OuKandaolTboung_11.5001299657879_105.441835005408
Y11;2014-01-14;NA;NA;Thnal;NA;12.2905070818665;106.326142283467;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Thnal;Y11_Dog_2014-01-14_Cambodia-Thnal_12.2905070818665_106.326142283467
Y17;2014-01-22;NA;NA;Khnar;NA;11.1896237764379;104.554795083495;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Khnar;Y17_Dog_2014-01-22_Cambodia-Khnar_11.1896237764379_104.554795083495
Y19;2014-01-22;NA;NA;Khsach Prachheh Leu;NA;12.2930123116117;105.614500323457;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-KhsachPrachhehLeu;Y19_Dog_2014-01-22_Cambodia-KhsachPrachhehLeu_12.2930123116117_105.614500323457
Y025;2014-01-28;NA;NA;Trapeang Chak;NA;11.2369173110933;104.645682454911;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TrapeangChak;Y025_Dog_2014-01-28_Cambodia-TrapeangChak_11.2369173110933_104.645682454911
Y030;2014-02-06;NA;NA;Trapeang Teab;NA;11.2522531559776;104.65141717526;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TrapeangTeab;Y030_Dog_2014-02-06_Cambodia-TrapeangTeab_11.2522531559776_104.65141717526
Y40;2014-02-12;NA;NA;Sdok;NA;11.7044951577024;104.59039093898;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Sdok;Y40_Dog_2014-02-12_Cambodia-Sdok_11.7044951577024_104.59039093898
Y52;2014-02-24;NA;NA;Ba Reach;NA;11.3667679479711;105.480735774568;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-BaReach;Y52_Dog_2014-02-24_Cambodia-BaReach_11.3667679479711_105.480735774568
Y65;2014-03-14;NA;NA;Keatha Vong Kraom;NA;10.7189449718285;104.59809548235;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-KeathaVongKraom;Y65_Dog_2014-03-14_Cambodia-KeathaVongKraom_10.7189449718285_104.59809548235
Y79;2014-04-08;NA;NA;Khnach Khang Cheung;NA;11.1388317027333;104.706940506412;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-KhnachKhangCheung;Y79_Dog_2014-04-08_Cambodia-KhnachKhangCheung_11.1388317027333_104.706940506412
Y82;2014-04-17;NA;NA;Kaoh Roka;NA;11.7544550710571;105.005231439673;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-KaohRoka;Y82_Dog_2014-04-17_Cambodia-KaohRoka_11.7544550710571_105.005231439673
Y086;2014-04-25;NA;NA;Sramaoch Haer;NA;11.2179575294598;104.824207768595;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-SramaochHaer;Y086_Dog_2014-04-25_Cambodia-SramaochHaer_11.2179575294598_104.824207768595
Y98;2014-05-27;NA;NA;Chong;NA;11.8839729266742;104.91670757395;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Chong;Y98_Dog_2014-05-27_Cambodia-Chong_11.8839729266742_104.91670757395
Y106;2014-06-09;NA;NA;Svay Teab;NA;11.7204168719254;105.442429692476;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-SvayTeab;Y106_Dog_2014-06-09_Cambodia-SvayTeab_11.7204168719254_105.442429692476
Y110;2014-06-11;NA;NA;Trach Koh;NA;11.224429892427;104.705663611629;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TrachKoh;Y110_Dog_2014-06-11_Cambodia-TrachKoh_11.224429892427_104.705663611629
Y113;2014-06-25;NA;NA;Trapeang Ta Sek;NA;10.7690174113134;104.501917614594;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TrapeangTaSek;Y113_Dog_2014-06-25_Cambodia-TrapeangTaSek_10.7690174113134_104.501917614594
Y125;2014-07-15;NA;NA;Peam Ta Aek;NA;11.5459170906478;105.028953236105;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-PeamTaAek;Y125_Dog_2014-07-15_Cambodia-PeamTaAek_11.5459170906478_105.028953236105
Y127;2014-07-16;NA;NA;Kampong Sambuor;NA;13.1271597126024;103.219713226862;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-KampongSambuor;Y127_Dog_2014-07-16_Cambodia-KampongSambuor_13.1271597126024_103.219713226862
Y137;2014-07-29;NA;NA;Prey Tbaeng;NA;11.6042766637204;105.511481576715;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-PreyTbaeng;Y137_Dog_2014-07-29_Cambodia-PreyTbaeng_11.6042766637204_105.511481576715
Y172;2014-09-08;NA;NA;Pnov;NA;12.3627387192812;105.096806760004;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Pnov;Y172_Dog_2014-09-08_Cambodia-Pnov_12.3627387192812_105.096806760004
Y173;2014-09-08;NA;NA;Thmei;NA;11.7922329493165;104.941344808845;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Thmei;Y173_Dog_2014-09-08_Cambodia-Thmei_11.7922329493165_104.941344808845
Y175;2014-09-11;NA;NA;Sameakki;NA;11.7951864007816;104.978924291398;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Sameakki;Y175_Dog_2014-09-11_Cambodia-Sameakki_11.7951864007816_104.978924291398
Y189;2014-10-06;NA;NA;Snay Poal;NA;11.6612211004964;105.221389580772;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-SnayPoal;Y189_Dog_2014-10-06_Cambodia-SnayPoal_11.6612211004964_105.221389580772
Y198;2014-10-22;NA;NA;Thmei;NA;12.024302869554;105.142141303189;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Thmei;Y198_Dog_2014-10-22_Cambodia-Thmei_12.024302869554_105.142141303189
Y204;2014-10-31;NA;NA;Trapeang Traeunh;NA;11.7090024066936;104.393574780562;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TrapeangTraeunh;Y204_Dog_2014-10-31_Cambodia-TrapeangTraeunh_11.7090024066936_104.393574780562
Y209;2014-11-14;NA;NA;Chheu Teal Chrum;NA;10.8364212126802;104.530962854915;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-ChheuTealChrum;Y209_Dog_2014-11-14_Cambodia-ChheuTealChrum_10.8364212126802_104.530962854915
Y210;2014-11-17;NA;NA;Tang Thlaeung;NA;12.0274525979341;104.940246993862;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TangThlaeung;Y210_Dog_2014-11-17_Cambodia-TangThlaeung_12.0274525979341_104.940246993862
Y214;2014-11-19;NA;NA;Skon;NA;12.0537821675092;105.078621803518;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Skon;Y214_Dog_2014-11-19_Cambodia-Skon_12.0537821675092_105.078621803518
Y226;2014-12-06;NA;NA;Reay Pay Leu;NA;11.9363315514479;105.092474038394;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-ReayPayLeu;Y226_Dog_2014-12-06_Cambodia-ReayPayLeu_11.9363315514479_105.092474038394
Y228;2014-12-11;NA;NA;Roung Damrei;NA;11.2572709219306;105.386371692566;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-RoungDamrei;Y228_Dog_2014-12-11_Cambodia-RoungDamrei_11.2572709219306_105.386371692566
Y229;2014-12-11;NA;NA;Ta Pov;NA;11.8831657310695;104.802738039725;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TaPov;Y229_Dog_2014-12-11_Cambodia-TaPov_11.8831657310695_104.802738039725
Y236;2014-12-18;NA;NA;Sameakki;NA;11.0013333689738;104.972721452978;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-Sameakki;Y236_Dog_2014-12-18_Cambodia-Sameakki_11.0013333689738_104.972721452978
Y247;2014-12-30;NA;NA;Ta Poy;NA;11.8875356558698;104.915393409163;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2014;Cambodia-TaPoy;Y247_Dog_2014-12-30_Cambodia-TaPoy_11.8875356558698_104.915393409163
Z04;2015-01-12;NA;NA;Krouch;NA;12.2297833246655;105.14392349146;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-Krouch;Z04_Dog_2015-01-12_Cambodia-Krouch_12.2297833246655_105.14392349146
Z18;2015-02-02;NA;NA;Sanlung;NA;11.3435707080265;105.513358471832;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-Sanlung;Z18_Dog_2015-02-02_Cambodia-Sanlung_11.3435707080265_105.513358471832
Z27;2015-02-25;NA;NA;Thmei;NA;11.4579941659299;105.431253716703;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-Thmei;Z27_Dog_2015-02-25_Cambodia-Thmei_11.4579941659299_105.431253716703
Z43;2015-03-16;NA;NA;Thkov;NA;11.1167395589306;104.825898690387;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-Thkov;Z43_Dog_2015-03-16_Cambodia-Thkov_11.1167395589306_104.825898690387
Z44;2015-03-17;NA;NA;Snae Rean;NA;11.3446115757029;105.451995898418;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-SnaeRean;Z44_Dog_2015-03-17_Cambodia-SnaeRean_11.3446115757029_105.451995898418
Z46;2015-03-23;NA;NA;Prey Lieb;NA;10.5880442688086;104.785169005049;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-PreyLieb;Z46_Dog_2015-03-23_Cambodia-PreyLieb_10.5880442688086_104.785169005049
Z47;2015-03-24;NA;NA;Khley;NA;10.8977137921641;104.450902186969;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-Khley;Z47_Dog_2015-03-24_Cambodia-Khley_10.8977137921641_104.450902186969
Z52;2015-04-08;NA;NA;Svay Ming;NA;11.4235920741325;104.819636170185;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-SvayMing;Z52_Dog_2015-04-08_Cambodia-SvayMing_11.4235920741325_104.819636170185
Z58;2015-04-28;NA;NA;Srah Ta Oem;NA;11.2840872424048;105.653581958747;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-SrahTaOem;Z58_Dog_2015-04-28_Cambodia-SrahTaOem_11.2840872424048_105.653581958747
Z59;2015-04-29;NA;NA;Chek;NA;11.4486207482872;105.517608269954;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-Chek;Z59_Dog_2015-04-29_Cambodia-Chek_11.4486207482872_105.517608269954
Z63;2015-05-07;NA;NA;Prey Khmau;NA;10.951069944357;104.475788948468;Cambodia;Cambodian project;Cambodian project;Dog;Genome;Southeast Asia;2015;Cambodia-PreyKhmau;Z63_Dog_2015-05-07_Cambodia-PreyKhmau_10.951069944357_104.475788948468
